command,bits,uniformity
setTune 0x7 0xc,111111100111111011111111111001100001111000110000001100111111111000000110000000110000111110011000,0.5625
setPattern -t 0x0 0x0,0001111011111111000001100000110011111000011110001111111111111111000111100000011000000011011000001100000001100000111100000110000011000000111001101000000010011000100000001110011010000110000110000011110000000110001111000001111000111111100000001001111010011000000110000000000000011000000011001001100000011000000000110110011000001111100110000111100011001100000111100000001101100110000011111001100000011110111100110001111000000011011001100000110010011000000111100011001100011110000000111100001110000110000001100011111110000110011110000000110011110000000110001110011000011000111111000011001110000110000110001100110000011000110011110001100011111100001100110111100000001100000111101111001100111100011001100110000000001100001111111000011001111000110011000111100000001100000111100000001101100110000011111001100011100110100110000001111011110011111111000000011011100000011000001100000001100000111100000110000011000000011111100000110010011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4333791208791209
setPattern -b 0x0 0x0,01100000111100001111111001111110111111000111100011111111111111111000011010000110011000001111000001100110110000001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001111100001100110111111001000011010011110011000000011111100000110001111001000000000000110110000001100110010000110100001101111100010000110111110001110011010011110000110000011111100000000000110000011111101100110110000110110011011000000100001101111100000000110110000001100110011100110100001101001111001100110001111001000000000000110111100000110011011000011111001101110000000000110111100110110011011000011000001101100001100000110110000000000110011100110111001101001111010011110100111100110011000111100111110001001111000000000000110000000000001100110110011001100110000011000001100111000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001111000110000001100111110000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100001110011000000110001100001100111111000001100110000011001100111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4340425531914894
getReadout -tune -temp -ch 1000,1001100011111000111111101001111011111000000111100000001100110011000110000111100011000000110000001001111001100000110011110110011011001111110011001110011000011110111100001001100010011110000000000110000111100000011000001100000001100000110000000110000000111100,0.44140625
setTune 0x7 0xd,111111100111111011111111111001100001111000110000001100111111111000000110000000110000111110000000,0.5416666666666666
setPattern -t 0x0 0x0,000111101111111111111110011111100000000001100000110000001000011010000110011111100000000001100000111100001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001111100001100110111111001000011010011110011000000011111100000110001111001000000000000110110000001100110010000110100001101111100010000110111110001110011010011110000110000011111100000000000110000011111101100110110000110110011011000000100001101111100000000110110000001100110011100110100001101001111001100110001111001000000000000110111100000110011011000011111001101110000000000110111100110110011011000011000001101100001100000110110000000000110011100110111001101001111010011110100111100110011000111100111110001001111000000000000110000000000001100110110011001100110000011000001100111000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001111000110000001100111110000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100001110011000000110001100001100111111000001100110000011001100111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4273504273504273
setPattern -b 0x0 0x0,0111111000000000100110001111100000000000011000001100000010000110100001100110000000001100100111100110000011001111011001101100000011001100100111100110000011001111011001101100110011001100100000000110011011001100000001101100111101100110110011001000011010011110100000000000011000000000000001101111000001100110111111001000011010011110000001100011111110011000000110001111111100000110110000110000110010000000000110000011001100111111000000000110000011000000100001101000011001100000000011001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001111100001100110111111001000011010011110011000000011111100000110001111001000000000000110110000001100110010000110100001101111100010000110111110001110011010011110000110000011111100000000000110000011111101100110110000110110011011000000100001101111100000000110110000001100110011100110100001101001111001100110001111001000000000000110111100000110011011000011111001101110000000000110111100110110011011000011000001101100001100000110110000000000110011100110111001101001111010011110100111100110011000111100111110001001111000000000000110000000000001100110110011001100110000011000001100111000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001111000110000001100111110000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100001110011000000110001100001100111111000001100110000011001100111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.420373665480427
getReadout -tune -temp -ch 1000,1001100011111000111111101001111011111000000111101100111100111111000110000111100011000000110000001001111001100000110011110110011011001111110011000111111011100000111000001001100010011110000000000111100100011110000000111100111100000110100000000110000000111100,0.484375
setTune 0x7 0xe,11111110011111101111111111100110000111100000110000111100000111100001111000001100001111000001111011111000,0.5673076923076923
setPattern -t 0x0 0x0,00011110111111111111111001111110111111000111100011111111111111110001111000000110000000110110000011000000011000001111000001100000110000001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001001111001111000000011000011110000000110000000110000111110000110111001100111111011111111111001100001111000001100001111000001111000011110000011000011110000011110011110000000111111111110011111101111110001111000111111111111111100011110000001100000001101100000110000000110000011110000011000001100000010011000000110000000000000011000001111110011001110011110000000001001100011111000011001101111001111100110111000000000011011001100000001101100000000001100011110000011001111110011000001101001111001100110001111000000000010011000100111100001100000111111000000000001100000001100011001101100110010000110111110000110011011000011111001101110000000000110111100111110011010011110000110000011111110000110011001100000111100001100000001101111110010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4521103896103896
setPattern -b 0x0 0x0,1000000011111000000001100000110011111000011110001111111111111111000111100000011011111100110011000000011000011110000011000011111100011000011110001111001111000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100000010011000100000000001100011111100001100111000011010011000011110000000110000011110000000110110011000001111100110001110011010011000000111101111001111111100000001100111111000001100001111111000011001111000000011001111000010011000111001100001100000001100001111110001100001111000001111111100001110011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4370805369127516
getReadout -tune -temp -ch 1000,01100000111100000000011000001100000001101100000011100110100000001001100010000000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000000001100000001100100110000001100000000011011001100000111100011000110000000001100011001100100110001000000000011000111111000011001110000110000110001100000010011000111000001001100000011000110000110011111100000110011000001100110011100000111001101001111011100110100111101110011010011110000001100011110011111000100111100110000000111100000000000001100000111111111001101001111001100000001111110000000000011000000011111110011010011110011001100011111111111000100111100110000000111100111001101000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000001100001111111000000010011000000000000111100011110011111001101110011000011110000011000011111100011000011110000011000011110000100110001110000010000000011001101100110011001100111001101000000010011000100000001110011010000110000110000011110000000110001111000001111000111111100000001001111010011000000110000000000000011000000011001001100000011000000000110110011000001111000110001100000000011000110011001001100010000000000110001111110000110011100001100001100011000000100110001110000000011000111111000011001101111000000011000111100000001100000111100000001101100110000011111001100000011110001100110001111000000011011001100000110010011000000111100011001100011110000000111110000001100000110000001110000001100110000011000001100011000000000110001100110000011000111111000011001110000110100110001110000000011000110000110001100011110000001100110110011001100110001111111100001110011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4108996539792388
setTune 0x7 0xf,11111110011111100000000001111110110000000110000011000000011110001100110001100000001100001111100011100110,0.4519230769230769
setPattern -t 0x0 0x0,100000001111111001111110111111000111100011111111111111111000011010000110011000001111000001100000110000001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001111100001100110111111001000011010011110011000000011111100000110001111001000000000000110110000001100110010000110100001101111100010000110111110001110011010011110000110000011111100000000000110000011111101100110110000110110011011000000100001101111100000000110110000001100110011100110100001101001111001100110001111001000000000000110111100000110011011000011111001101110000000000110111100110110011011000011000001101100001100000110110000000000110011100110111001101001111010011110100111100110011000111100111110001001111000000000000110000000000001100110110011001100110000011000001100111000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000001100001111110001111000110000001100111110000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011110001100011000000000110001100110010011000000110001100001100111111000001100110000011001100111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4300213675213675
setPattern -b 0x0 0x0,10011000111110001111111001111110111111000111100011111111111111110001111000000110000000110110011011000000011111100000000001100000111100001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100001110011000011111101111110001111000111100000110011000001111100110001110011010011000000111101111001111111100000001101110000001100110110000001110000001100110000011110001100011000000000110001100110010011000000110001100001100111111000001100110000011001100111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4460431654676259
getReadout -tune -temp -ch 1000,1001100011111000111111101001111011111000000111100000001100110011000110000111100011000000110000001001111001100000110011110110011011001111110011001110011000011110111100001001100010011110000000000110000111100000011000001100000001100000110000000110000000111100,0.44140625
setTune 0x7 0x10,100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010011110011000001100111101100110110011111100110000000000011111101100000001100000110000000111100011001100100000001001100011111000011001101111001111000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100001110011000100111101110000001100110000011001001100000011110110000110001111011000011110000000000011001100110000011000001100011000000000110001100000000011000111111000011001110000110000110001100000010011000000111100000001101100110000011000001100011000000000110001100110000011000111111000011001110000110000110001100110000011000110011110001100000110000001100111111111001100110001111111100001110011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.3951149425287356
setPattern -t 0x0 0x0,000001100000110000000000011000001100000010000110000001101111110011001100000111100001100000110011111100001110011010000110000110000011110000000110001111000001111000111111100000001001111010011000000110000000000010011000100000000001100000000000011000001100000010000110000001101111110000001100011111100000110011000000100110001000011010000110011111100011001101111000110000111001111001100000001111110000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000010011000000111100011000000110011111000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001100011111110,0.412962962962963
setPattern -b 0x0 0x0,011000000011110011111110011111100000000001100000110000001000011010000110100111100110000011001111011001101100000011001100100111100110000011001111011001101100110011001100100000000110011011001100000001101100111101100110110011001000011010011110100000000000011000000000000001101111000001100110111111001000011010011110000001100011111110011000000110001111111100000110110000110000110010000000000110000011001100111111000110000111111000110000110011111111111001111110000000000110000011000000100001101000011001100000111100001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001111100001100110111111001000011010011110011000000011111100000110001111001000000000000110110000001100110010000110100001101111100010000110111110001110011010011110000110000011111100000000000110000011111101100110110000110110011011000000100001101111100000000110110000001100110011100110100001101001111001100110001111001000000000000110111100000110011011000011111001101110000000000110111100110110011011000011000001101100001100000110110000000000110011100110111001101001111010011110100111100110011000111100111110001001111000000000000110000000000001100110110011001100110000011000001100111000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001111000110000001100111110000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100001110011000000110001100001100111111000001100110000011001100111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4285087719298245
getReadout -tune -temp -ch 1000,100110001111100000000110000011000000011011000000000110000011000011100110100000001001100010000000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000000001100000001100100110000001100000000011011001100000111110011000111000000001100011000011100110001000000000011000111111000011001110000110000110001100000010011000111000000001100000000011001100110001100011000011001111110000011001100000110011001110000011100110100111101110011010011110111001101001111000000110001111001111100010011110011000000011110000000000000110000011111111100110100111100110000000111111000000000001100000001111111001101001111001100110001111111111100010011110011000000011110011100110100000001001100010000000100000000110011011001100000001101100111101100110110011001000011010011110100000000000011000000000000001101111000001100110111111001000011010011110000001100011111110011000000110001111111100000110110000110000110010000000000110000011001100111111100000001001100000000000000110000011000011100110111001100001111011110000000110000000110000111100000110000111100011001100111100000110000010011000100110001001100011100110100000001001100010000000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000000001100000001100100110000001100000000011011001100000111110011000111000000001100011000011100110001000000000011000111111000011001110000110000110001100000010011000111000000001100000000011001100111111100001100110000011111001100000011110001100110001111000000011011001100000110010011000000111100011001100011110000000110011111100000110011001100000110000011000110000000001100011001100000110001111110000110011100001100001100011000000000110001100110000011000111111000011001110000110100110001110000000011000110000110001100000001100001100110110011001100110001111111100001110011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4094387755102041
setTune 0x7 0x11,111111100111111011111111111001100001111000001100001111000001111000011110000011000011110000011110011001100011001111110000,0.55
setPattern -t 0x0 0x0,111111100111111000000000011000001100000010000110100001101110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001111100001100110111111001000011010011110011000000011111100000110001111001000000000000110110000001100110010000110100001101111100010000110111110001110011010011110000110000011111100000000000110000011111101100110110000110110011011000000100001101111100000000110110000001100110011100110100001101001111001100110001111001000000000000110111100000110011011000011111001101110000000000110111100110110011011000011000001101100001100000110110000000000110011100110111001101001111010011110100111100110011000111100111110001001111000000000000110000000000001100110110011001100110000011000001100111000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000001001100001111110111111111110011000011110000011000011110000011110000111100000110000111100000111100110011000110011111100001111111001111110000000000110000011000000100001101000011001100000111100001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001111100001100110111111001000011010011110011000000011111100000110001111001000000000000110110000001100110010000110100001101111100010000110111110001110011010011110000110000011111100000000000110000011111101100110110000110110011011000000100001101111100000000110110000001100110011100110100001101001111001100110001111001000000000000110111100000110011011000011111001101110000000000110111100110110011011000011000001101100001100000110110000000000110011100110111001101001111010011110100111100110011000111100111110001001111000000000000110000000000001100110110011001100110000011000001100111000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001111000110000001100111110000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100011100000000110001100001110011000000110001100001100111111000001100110000011001100111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4274193548387097
setPattern -b 0x0 0x0,100110001111100000000110000011000000000001100000110000000001111000111111100000001001100000011110110011001001111000000110000011001110011000011110110011001001111010000110100001100000011011111100011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000000011000001100110011111110000000000110000000000001100000110000000001111000111111100000001001100000011110001100000011001111100000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000000001100000001100100110000001100000000011011001100000111110011000111000000001100011000011100110001000000000011000111111000011001110000110000110001100000000011000110000000001100011111100001100111000011000011000110000000001100011001100100110001111100000000110111111001100110000011000110000110011111100000110011000001100110011100000111001101001111011100110100111101110011010011110000001100011110011111000100111100110000000111100000000000001100000111111111001101001111001100000001111110000000000011000000011111110011010011110011001100011111111111000100111100110000000111100111001101000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001100011111110,0.418010752688172
getReadout -tune -temp -ch 1000,011000000011110000000110000011000000011011000000000110000011000011100110100000001001100010000000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000001001100010000000100110000000000000011000001100001001100000011000000000001001100010000110100001100111111000110011011110001100001110011110011000000011111100000000000110000011111111100110100111100110000000111111000000000001100000001111111001101001111001100110001111111111100010011110011000000011110011100110100000001001100010000000100000000110011011001100000001101100111101100110110011001000011010011110100000000000011000000000000001101111000001100110111111001000011010011110000001100011111110011000000110001111111100000110110000110000110010000000100110001111111011100110000111101111000000011000000011000011110000011000011110001100110011110000100000000110011011001100110011001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100000011110001100110001111000000011011001100000110010011000000111100011001100011110000000110011111100000110011001100000110000011000110000000001100011001100000110001111110000110011100001100001100011000000000110001100110000011000111111000011001110000110100110001110000000011000110000110001100011110000001100110110011001100110001111111100001110011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.412037037037037
setTune 0x7 0x12,0000011000001100000000000111111011000000011000001100000011111000000001100000110010000110011001101111001111000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001000000000011000000000000111111011000000011000001100000011111000000001100000110010000110011111100000110011000000100110001000011010000110011111100011001101111000110000111001111001100000001111110000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.40625
setPattern -t 0x0 0x0,000001100000110000000000111111101111111000011110001111111000000010011000000111100011000000110011111000001110011010000110000110000011110000000110001111000001111000111111100000001001111010011000000110000000000010011000100000000001100000000000111111101111111000011110001111111000000000011000111100110001100000000000100110001000011010000110011111100011001101111000110000111001111001100000001111110000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000000011000001100110011111100011000011110000011000011111100,0.4297619047619048
setPattern -b 0x0 0x0,011000000011110000000110000011000000000001100000110000000000011000111111100000001001100000011110110011001001111000000110000011001110011000011110110011001001111010000110100001100000011011111100011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000000011000001100110011111100011000011110000011000011111100011000001001111000000110000011000000000001100000110000000000011000111111100000001001100000011110001100000011001111100000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000001001100010000000000110000000000001100000110000000000011000111111100000000001100011110011000110000000000010011000100001101000011001111110001100110111100011000011100111100110000000111111000000000001100000111111111001101001111001100000001111110000000000011000000011111110011010011110011001100011111111111000100111100110000000111100111001101000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001100011111110,0.408179012345679
getReadout -tune -temp -ch 1000,011000000011110000000110000011000000011011000000111001101000000010011000100000001110011010000110000110000011110000000110001111000001111000111111100000001001111010011000000110000000000010011000100000001001100000000000100110000001100000000000100110001000011010000110011111100011001101111000110000111001111001100000001111110000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000000011000000000110011111111111110111001100001111000001100001111110001100001111000001100001111000010011000111000001000000001100110110011001100110011100110100000001001100010000000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000000001100000001100100110000001100000000011011001100000111100011000110000000001100011000011000110001111110000110011011110001100110000011110001100110001111000000011011001100000110010011000000111100011001100011110000000111110000001100000110000001110000001100110000011000001100011000000000110001100110000011000111111000011001110000110100110001110000000011000110000110001100011110000001100110110011001100110001111111100001110011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4135802469135802
setTune 0x7 0x13,0000011000001100000000001110011000011110001100000011001111111110000001100000110010000110011001101100001111111000,0.4107142857142857
setPattern -t 0x0 0x0,000001100000110011111000011110001111111111111111000111100000011011111100000011000000011000011110000011000011111100011000011110001111001111000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001000000000011000000000001110011000011110001100000011001111111110000001100000110010000110011111100000110011000000100110001000011010000110011111100011001101111000110000111001111001100000001111110000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4328703703703703
setPattern -b 0x0 0x0,011000001111000000000110000011000000000001100000110000000001111000111111100000001001100000011110110011001001111000000110000011001110011000011110110011001001111010000110100001100000011011111100011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000000011000000011000011111110000000000110000000000001100000110000000001111000111111100000001001100000011110001100000011001111100000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000000001100000001100100110000001100000000011011001100000111100011000110000000001100011001100100110001000000000011000111111000011001110000110000110001100000000011000110000000001100011111100001100111000011000011000110000000001100011001100100110001111100000000110111111001100110000011000110000110011111100000110011000001100110011100000111001101001111011100110100111101110011010011110000001100011110011111000100111100110000000111100000000000001100000111111111001101001111001100000001111110000000000011000000011111110011010011110011001100011111111111000100111100110000000111100111001101000000010011000100000001000000001100110110011000000011011001111011001101100110010000110100111101000000000000110000000000000011011110000011001101111110010000110100111100000011000111111100110000001100011111111000001101100001100001100100000000001100000110011001111110001100011111110,0.4139784946236559
getReadout -tune -temp -ch 1000,011000000011110000000110000011000000011011000000000110000011000011100110100000001001100010000000111001101000011000011000001111000000011000111100000111100011111110000000100111101001100000011000000000001001100010000000100110000000000000011000001100001001100000011000000000001001100010000110100001100111111000110011011110001100001110011110011000000011111100000000000110000011111111100110100111100110000000111111000000000001100000001111111001101001111001100110001111111111100010011110011000000011110011100110100000001001100010000000100000000110011011001100000001101100111101100110110011001000011010011110100000000000011000000000000001101111000001100110111111001000011010011110000001100011111110011000000110001111111100000110110000110000110010000000100110001111111011100110000111101111000000011000000011000011110000011000011110001100110011110000011000001001100010011000100110001110011010000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000000110000000110010011000000110000000001101100110000011111001100000011110001100110001111000000011011001100000110010011000000111100011001100011110000000110011111100000110011001100000110000011000110000000001100011001100000110001111110000110011100001100001100011000000000110001100110000011000111111000011001110000110100110001110000000011000110000110001100000001100001100110110011001100110001111111100001110011000000110000000000010011000111000001110011010011110111001101001111011100110100111100000011000111100111110001001111001100000001111000000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4099794238683127
setTune 0x7 0x14,000001100000110000000000011111101100000010000000100110001111100000000110000011001000011011100110,0.34375
